Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
16	:	1624040516.060	   179.065	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0212_O1_paired.fastq.gz -2 data/qc/CSR2019-0212_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0212_quant
17	:	1624040602.518	   205.083	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0218_O1_paired.fastq.gz -2 data/qc/CSR2019-0218_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0218_quant
18	:	1624040657.628	   204.539	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0221_O1_paired.fastq.gz -2 data/qc/CSR2019-0221_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0221_quant
19	:	1624040695.133	   197.585	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0227_O1_paired.fastq.gz -2 data/qc/CSR2019-0227_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0227_quant
20	:	1624040807.608	   180.109	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0230_O1_paired.fastq.gz -2 data/qc/CSR2019-0230_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0230_quant
22	:	1624040892.725	   140.558	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0239_O1_paired.fastq.gz -2 data/qc/CSR2019-0239_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0239_quant
21	:	1624040862.176	   216.072	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0236_O1_paired.fastq.gz -2 data/qc/CSR2019-0236_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0236_quant
23	:	1624040987.725	   180.563	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0371_O1_paired.fastq.gz -2 data/qc/CSR2019-0371_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0371_quant
24	:	1624041033.293	   170.091	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0380_O1_paired.fastq.gz -2 data/qc/CSR2019-0380_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0380_quant
25	:	1624041078.258	   186.065	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0383_O1_paired.fastq.gz -2 data/qc/CSR2019-0383_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0383_quant
26	:	1624041168.298	   193.056	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0389_O1_paired.fastq.gz -2 data/qc/CSR2019-0389_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0389_quant
27	:	1624041203.392	   185.568	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0392_O1_paired.fastq.gz -2 data/qc/CSR2019-0392_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0392_quant
28	:	1624041264.331	   208.093	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0398_O1_paired.fastq.gz -2 data/qc/CSR2019-0398_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0398_quant
29	:	1624041361.362	   179.582	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0401_O1_paired.fastq.gz -2 data/qc/CSR2019-0401_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0401_quant
30	:	1624041388.965	   174.569	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0407_O1_paired.fastq.gz -2 data/qc/CSR2019-0407_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0407_quant
31	:	1624041472.433	   188.059	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0416_O1_paired.fastq.gz -2 data/qc/CSR2019-0416_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0416_quant
32	:	1624041540.951	   192.582	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0709_O1_paired.fastq.gz -2 data/qc/CSR2019-0709_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0709_quant
33	:	1624041563.541	   180.555	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0712_O1_paired.fastq.gz -2 data/qc/CSR2019-0712_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0712_quant
34	:	1624041660.509	   186.589	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0718_O1_paired.fastq.gz -2 data/qc/CSR2019-0718_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0718_quant
36	:	1624041744.104	   158.577	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0821_O1_paired.fastq.gz -2 data/qc/CSR2019-0821_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0821_quant
35	:	1624041733.540	   178.571	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0721_O1_paired.fastq.gz -2 data/qc/CSR2019-0721_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0721_quant
37	:	1624041847.106	   203.071	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0824_O1_paired.fastq.gz -2 data/qc/CSR2019-0824_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0824_quant
38	:	1624041902.688	   161.082	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0830_O1_paired.fastq.gz -2 data/qc/CSR2019-0830_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0830_quant
39	:	1624041912.118	   177.565	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0833_O1_paired.fastq.gz -2 data/qc/CSR2019-0833_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0833_quant
41	:	1624042063.777	   149.557	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0842_O1_paired.fastq.gz -2 data/qc/CSR2019-0842_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0842_quant
40	:	1624042050.184	   184.596	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0839_O1_paired.fastq.gz -2 data/qc/CSR2019-0839_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0839_quant
42	:	1624042089.692	   193.562	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0848_O1_paired.fastq.gz -2 data/qc/CSR2019-0848_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0848_quant
43	:	1624042213.342	   156.565	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0851_O1_paired.fastq.gz -2 data/qc/CSR2019-0851_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0851_quant
44	:	1624042234.797	   174.575	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0857_O1_paired.fastq.gz -2 data/qc/CSR2019-0857_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0857_quant
45	:	1624042283.261	   187.562	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0860_O1_paired.fastq.gz -2 data/qc/CSR2019-0860_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0860_quant
46	:	1624042369.914	   179.075	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0911_O1_paired.fastq.gz -2 data/qc/CSR2019-0911_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0911_quant
47	:	1624042409.380	   183.057	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0914_O1_paired.fastq.gz -2 data/qc/CSR2019-0914_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0914_quant
48	:	1624042470.831	   187.066	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0920_O1_paired.fastq.gz -2 data/qc/CSR2019-0920_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0920_quant
49	:	1624042548.997	   170.078	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l IU -1 data/qc/CSR2019-0923_O1_paired.fastq.gz -2 data/qc/CSR2019-0923_O2_paired.fastq.gz -p 8 --validateMappings --recoverOrphans --allowDovetail --useVBOpt --seqBias -o data/mapped_salmon/CSR2019-0923_quant
