Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
11	:	1624048652.136	    92.047	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0059_O1_unpaired.fastq.gz data/qc/CSR2019-0059_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0059_quant
12	:	1624048664.269	    91.049	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0077_O1_unpaired.fastq.gz data/qc/CSR2019-0077_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0077_quant
13	:	1624048706.173	    86.556	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0080_O1_unpaired.fastq.gz data/qc/CSR2019-0080_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0080_quant
14	:	1624048744.190	    88.042	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0089_O1_unpaired.fastq.gz data/qc/CSR2019-0089_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0089_quant
15	:	1624048755.325	    92.746	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0209_O1_unpaired.fastq.gz data/qc/CSR2019-0209_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0209_quant
16	:	1624048792.738	    93.383	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0212_O1_unpaired.fastq.gz data/qc/CSR2019-0212_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0212_quant
17	:	1624048832.243	    93.568	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0218_O1_unpaired.fastq.gz data/qc/CSR2019-0218_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0218_quant
18	:	1624048848.079	    93.043	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0221_O1_unpaired.fastq.gz data/qc/CSR2019-0221_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0221_quant
19	:	1624048886.128	    88.049	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0227_O1_unpaired.fastq.gz data/qc/CSR2019-0227_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0227_quant
20	:	1624048925.818	    89.546	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0230_O1_unpaired.fastq.gz data/qc/CSR2019-0230_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0230_quant
21	:	1624048941.130	   103.086	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0236_O1_unpaired.fastq.gz data/qc/CSR2019-0236_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0236_quant
22	:	1624048974.185	    82.536	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0239_O1_unpaired.fastq.gz data/qc/CSR2019-0239_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0239_quant
23	:	1624049015.371	    95.559	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0371_O1_unpaired.fastq.gz data/qc/CSR2019-0371_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0371_quant
24	:	1624049044.226	    86.569	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0380_O1_unpaired.fastq.gz data/qc/CSR2019-0380_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0380_quant
25	:	1624049056.727	    88.053	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0383_O1_unpaired.fastq.gz data/qc/CSR2019-0383_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0383_quant
26	:	1624049110.936	    98.110	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0389_O1_unpaired.fastq.gz data/qc/CSR2019-0389_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0389_quant
27	:	1624049130.803	    88.066	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0392_O1_unpaired.fastq.gz data/qc/CSR2019-0392_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0392_quant
28	:	1624049144.788	    95.059	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0398_O1_unpaired.fastq.gz data/qc/CSR2019-0398_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0398_quant
29	:	1624049209.055	    92.553	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0401_O1_unpaired.fastq.gz data/qc/CSR2019-0401_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0401_quant
30	:	1624049218.876	    89.069	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0407_O1_unpaired.fastq.gz data/qc/CSR2019-0407_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0407_quant
31	:	1624049239.855	    86.063	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0416_O1_unpaired.fastq.gz data/qc/CSR2019-0416_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0416_quant
33	:	1624049307.952	    85.069	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0712_O1_unpaired.fastq.gz data/qc/CSR2019-0712_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0712_quant
32	:	1624049301.616	   100.052	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0709_O1_unpaired.fastq.gz data/qc/CSR2019-0709_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0709_quant
34	:	1624049325.925	    90.545	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0718_O1_unpaired.fastq.gz data/qc/CSR2019-0718_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0718_quant
35	:	1624049393.029	    87.532	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0721_O1_unpaired.fastq.gz data/qc/CSR2019-0721_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0721_quant
36	:	1624049401.675	    86.071	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0821_O1_unpaired.fastq.gz data/qc/CSR2019-0821_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0821_quant
37	:	1624049416.479	    91.061	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0824_O1_unpaired.fastq.gz data/qc/CSR2019-0824_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0824_quant
38	:	1624049480.569	    84.049	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0830_O1_unpaired.fastq.gz data/qc/CSR2019-0830_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0830_quant
39	:	1624049487.753	    88.072	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0833_O1_unpaired.fastq.gz data/qc/CSR2019-0833_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0833_quant
40	:	1624049507.549	    89.052	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0839_O1_unpaired.fastq.gz data/qc/CSR2019-0839_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0839_quant
41	:	1624049564.626	    90.551	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0842_O1_unpaired.fastq.gz data/qc/CSR2019-0842_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0842_quant
42	:	1624049575.832	    92.578	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0848_O1_unpaired.fastq.gz data/qc/CSR2019-0848_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0848_quant
43	:	1624049596.608	    84.049	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0851_O1_unpaired.fastq.gz data/qc/CSR2019-0851_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0851_quant
44	:	1624049655.184	    90.558	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0857_O1_unpaired.fastq.gz data/qc/CSR2019-0857_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0857_quant
45	:	1624049668.416	    88.570	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0860_O1_unpaired.fastq.gz data/qc/CSR2019-0860_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0860_quant
46	:	1624049680.665	    88.021	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0911_O1_unpaired.fastq.gz data/qc/CSR2019-0911_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0911_quant
47	:	1624049745.747	    87.042	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0914_O1_unpaired.fastq.gz data/qc/CSR2019-0914_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0914_quant
48	:	1624049756.992	    90.069	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0920_O1_unpaired.fastq.gz data/qc/CSR2019-0920_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0920_quant
49	:	1624049768.693	    85.565	0	0	0	0	salmon quant -i data/reference/MmvM27_salmon_ind -l U -r data/qc/CSR2019-0923_O1_unpaired.fastq.gz data/qc/CSR2019-0923_O2_unpaired.fastq.gz -p 8 --validateMappings --fldMean 265 --fldSD 105 --useVBOpt --seqBias -o data/mapped_salmon/SE/CSR2019-0923_quant
