Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
11	:	1622757438.742	  1243.603	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0059.log data/raw/CSR2019-0059_R1_001.fastq.gz data/raw/CSR2019-0059_R2_001.fastq.gz data/qc/CSR2019-0059_O1_paired.fastq data/qc/CSR2019-0059_O1_unpaired.fastq data/qc/CSR2019-0059_O2_paired.fastq data/qc/CSR2019-0059_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
13	:	1622757923.037	  1131.536	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0080.log data/raw/CSR2019-0080_R1_001.fastq.gz data/raw/CSR2019-0080_R2_001.fastq.gz data/qc/CSR2019-0080_O1_paired.fastq data/qc/CSR2019-0080_O1_unpaired.fastq data/qc/CSR2019-0080_O2_paired.fastq data/qc/CSR2019-0080_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
12	:	1622757899.410	  1266.069	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0077.log data/raw/CSR2019-0077_R1_001.fastq.gz data/raw/CSR2019-0077_R2_001.fastq.gz data/qc/CSR2019-0077_O1_paired.fastq data/qc/CSR2019-0077_O1_unpaired.fastq data/qc/CSR2019-0077_O2_paired.fastq data/qc/CSR2019-0077_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
14	:	1622758682.355	  1441.279	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0089.log data/raw/CSR2019-0089_R1_001.fastq.gz data/raw/CSR2019-0089_R2_001.fastq.gz data/qc/CSR2019-0089_O1_paired.fastq data/qc/CSR2019-0089_O1_unpaired.fastq data/qc/CSR2019-0089_O2_paired.fastq data/qc/CSR2019-0089_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
15	:	1622759054.583	  1191.822	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0209.log data/raw/CSR2019-0209_R1_001.fastq.gz data/raw/CSR2019-0209_R2_001.fastq.gz data/qc/CSR2019-0209_O1_paired.fastq data/qc/CSR2019-0209_O1_unpaired.fastq data/qc/CSR2019-0209_O2_paired.fastq data/qc/CSR2019-0209_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
16	:	1622759165.485	  1343.373	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0212.log data/raw/CSR2019-0212_R1_001.fastq.gz data/raw/CSR2019-0212_R2_001.fastq.gz data/qc/CSR2019-0212_O1_paired.fastq data/qc/CSR2019-0212_O1_unpaired.fastq data/qc/CSR2019-0212_O2_paired.fastq data/qc/CSR2019-0212_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
17	:	1622760123.673	  1753.177	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0218.log data/raw/CSR2019-0218_R1_001.fastq.gz data/raw/CSR2019-0218_R2_001.fastq.gz data/qc/CSR2019-0218_O1_paired.fastq data/qc/CSR2019-0218_O1_unpaired.fastq data/qc/CSR2019-0218_O2_paired.fastq data/qc/CSR2019-0218_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
18	:	1622760246.414	  1991.112	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0221.log data/raw/CSR2019-0221_R1_001.fastq.gz data/raw/CSR2019-0221_R2_001.fastq.gz data/qc/CSR2019-0221_O1_paired.fastq data/qc/CSR2019-0221_O1_unpaired.fastq data/qc/CSR2019-0221_O2_paired.fastq data/qc/CSR2019-0221_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
19	:	1622760508.865	  1758.119	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0227.log data/raw/CSR2019-0227_R1_001.fastq.gz data/raw/CSR2019-0227_R2_001.fastq.gz data/qc/CSR2019-0227_O1_paired.fastq data/qc/CSR2019-0227_O1_unpaired.fastq data/qc/CSR2019-0227_O2_paired.fastq data/qc/CSR2019-0227_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
20	:	1622761876.861	  1623.851	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0230.log data/raw/CSR2019-0230_R1_001.fastq.gz data/raw/CSR2019-0230_R2_001.fastq.gz data/qc/CSR2019-0230_O1_paired.fastq data/qc/CSR2019-0230_O1_unpaired.fastq data/qc/CSR2019-0230_O2_paired.fastq data/qc/CSR2019-0230_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
22	:	1622762266.997	  1397.470	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0239.log data/raw/CSR2019-0239_R1_001.fastq.gz data/raw/CSR2019-0239_R2_001.fastq.gz data/qc/CSR2019-0239_O1_paired.fastq data/qc/CSR2019-0239_O1_unpaired.fastq data/qc/CSR2019-0239_O2_paired.fastq data/qc/CSR2019-0239_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
21	:	1622762237.536	  1685.809	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0236.log data/raw/CSR2019-0236_R1_001.fastq.gz data/raw/CSR2019-0236_R2_001.fastq.gz data/qc/CSR2019-0236_O1_paired.fastq data/qc/CSR2019-0236_O1_unpaired.fastq data/qc/CSR2019-0236_O2_paired.fastq data/qc/CSR2019-0236_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
23	:	1622763500.723	  1297.434	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0371.log data/raw/CSR2019-0371_R1_001.fastq.gz data/raw/CSR2019-0371_R2_001.fastq.gz data/qc/CSR2019-0371_O1_paired.fastq data/qc/CSR2019-0371_O1_unpaired.fastq data/qc/CSR2019-0371_O2_paired.fastq data/qc/CSR2019-0371_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
24	:	1622763664.477	  1277.497	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0380.log data/raw/CSR2019-0380_R1_001.fastq.gz data/raw/CSR2019-0380_R2_001.fastq.gz data/qc/CSR2019-0380_O1_paired.fastq data/qc/CSR2019-0380_O1_unpaired.fastq data/qc/CSR2019-0380_O2_paired.fastq data/qc/CSR2019-0380_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
25	:	1622763923.351	  1470.226	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0383.log data/raw/CSR2019-0383_R1_001.fastq.gz data/raw/CSR2019-0383_R2_001.fastq.gz data/qc/CSR2019-0383_O1_paired.fastq data/qc/CSR2019-0383_O1_unpaired.fastq data/qc/CSR2019-0383_O2_paired.fastq data/qc/CSR2019-0383_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
26	:	1622764798.168	  1453.670	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0389.log data/raw/CSR2019-0389_R1_001.fastq.gz data/raw/CSR2019-0389_R2_001.fastq.gz data/qc/CSR2019-0389_O1_paired.fastq data/qc/CSR2019-0389_O1_unpaired.fastq data/qc/CSR2019-0389_O2_paired.fastq data/qc/CSR2019-0389_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
27	:	1622764941.985	  1633.164	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0392.log data/raw/CSR2019-0392_R1_001.fastq.gz data/raw/CSR2019-0392_R2_001.fastq.gz data/qc/CSR2019-0392_O1_paired.fastq data/qc/CSR2019-0392_O1_unpaired.fastq data/qc/CSR2019-0392_O2_paired.fastq data/qc/CSR2019-0392_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
28	:	1622765393.586	  1506.479	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0398.log data/raw/CSR2019-0398_R1_001.fastq.gz data/raw/CSR2019-0398_R2_001.fastq.gz data/qc/CSR2019-0398_O1_paired.fastq data/qc/CSR2019-0398_O1_unpaired.fastq data/qc/CSR2019-0398_O2_paired.fastq data/qc/CSR2019-0398_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
29	:	1622766251.848	  1350.549	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0401.log data/raw/CSR2019-0401_R1_001.fastq.gz data/raw/CSR2019-0401_R2_001.fastq.gz data/qc/CSR2019-0401_O1_paired.fastq data/qc/CSR2019-0401_O1_unpaired.fastq data/qc/CSR2019-0401_O2_paired.fastq data/qc/CSR2019-0401_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
30	:	1622766575.156	  1314.176	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0407.log data/raw/CSR2019-0407_R1_001.fastq.gz data/raw/CSR2019-0407_R2_001.fastq.gz data/qc/CSR2019-0407_O1_paired.fastq data/qc/CSR2019-0407_O1_unpaired.fastq data/qc/CSR2019-0407_O2_paired.fastq data/qc/CSR2019-0407_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
31	:	1622766900.074	  1317.578	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0416.log data/raw/CSR2019-0416_R1_001.fastq.gz data/raw/CSR2019-0416_R2_001.fastq.gz data/qc/CSR2019-0416_O1_paired.fastq data/qc/CSR2019-0416_O1_unpaired.fastq data/qc/CSR2019-0416_O2_paired.fastq data/qc/CSR2019-0416_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
32	:	1622767602.413	  1351.717	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0709.log data/raw/CSR2019-0709_R1_001.fastq.gz data/raw/CSR2019-0709_R2_001.fastq.gz data/qc/CSR2019-0709_O1_paired.fastq data/qc/CSR2019-0709_O1_unpaired.fastq data/qc/CSR2019-0709_O2_paired.fastq data/qc/CSR2019-0709_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
34	:	1622768217.658	  1576.575	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0718.log data/raw/CSR2019-0718_R1_001.fastq.gz data/raw/CSR2019-0718_R2_001.fastq.gz data/qc/CSR2019-0718_O1_paired.fastq data/qc/CSR2019-0718_O1_unpaired.fastq data/qc/CSR2019-0718_O2_paired.fastq data/qc/CSR2019-0718_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
33	:	1622767889.348	  1906.757	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0712.log data/raw/CSR2019-0712_R1_001.fastq.gz data/raw/CSR2019-0712_R2_001.fastq.gz data/qc/CSR2019-0712_O1_paired.fastq data/qc/CSR2019-0712_O1_unpaired.fastq data/qc/CSR2019-0712_O2_paired.fastq data/qc/CSR2019-0712_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
35	:	1622768954.142	  1526.404	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0721.log data/raw/CSR2019-0721_R1_001.fastq.gz data/raw/CSR2019-0721_R2_001.fastq.gz data/qc/CSR2019-0721_O1_paired.fastq data/qc/CSR2019-0721_O1_unpaired.fastq data/qc/CSR2019-0721_O2_paired.fastq data/qc/CSR2019-0721_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
36	:	1622769794.245	  1246.153	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0821.log data/raw/CSR2019-0821_R1_001.fastq.gz data/raw/CSR2019-0821_R2_001.fastq.gz data/qc/CSR2019-0821_O1_paired.fastq data/qc/CSR2019-0821_O1_unpaired.fastq data/qc/CSR2019-0821_O2_paired.fastq data/qc/CSR2019-0821_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
37	:	1622769796.112	  1726.832	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0824.log data/raw/CSR2019-0824_R1_001.fastq.gz data/raw/CSR2019-0824_R2_001.fastq.gz data/qc/CSR2019-0824_O1_paired.fastq data/qc/CSR2019-0824_O1_unpaired.fastq data/qc/CSR2019-0824_O2_paired.fastq data/qc/CSR2019-0824_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
38	:	1622770480.556	  1103.210	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0830.log data/raw/CSR2019-0830_R1_001.fastq.gz data/raw/CSR2019-0830_R2_001.fastq.gz data/qc/CSR2019-0830_O1_paired.fastq data/qc/CSR2019-0830_O1_unpaired.fastq data/qc/CSR2019-0830_O2_paired.fastq data/qc/CSR2019-0830_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
39	:	1622771040.407	  1766.000	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0833.log data/raw/CSR2019-0833_R1_001.fastq.gz data/raw/CSR2019-0833_R2_001.fastq.gz data/qc/CSR2019-0833_O1_paired.fastq data/qc/CSR2019-0833_O1_unpaired.fastq data/qc/CSR2019-0833_O2_paired.fastq data/qc/CSR2019-0833_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
41	:	1622771583.773	  1335.147	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0842.log data/raw/CSR2019-0842_R1_001.fastq.gz data/raw/CSR2019-0842_R2_001.fastq.gz data/qc/CSR2019-0842_O1_paired.fastq data/qc/CSR2019-0842_O1_unpaired.fastq data/qc/CSR2019-0842_O2_paired.fastq data/qc/CSR2019-0842_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
40	:	1622771522.955	  1509.707	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0839.log data/raw/CSR2019-0839_R1_001.fastq.gz data/raw/CSR2019-0839_R2_001.fastq.gz data/qc/CSR2019-0839_O1_paired.fastq data/qc/CSR2019-0839_O1_unpaired.fastq data/qc/CSR2019-0839_O2_paired.fastq data/qc/CSR2019-0839_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
42	:	1622772806.418	  1619.592	0	0	0	0	trimmomatic PE -threads 8 -phred33 -trimlog data/qc/CSR2019-0848.log data/raw/CSR2019-0848_R1_001.fastq.gz data/raw/CSR2019-0848_R2_001.fastq.gz data/qc/CSR2019-0848_O1_paired.fastq data/qc/CSR2019-0848_O1_unpaired.fastq data/qc/CSR2019-0848_O2_paired.fastq data/qc/CSR2019-0848_O2_unpaired.fastq ILLUMINACLIP:/local/home/jingchengw/miniconda3/envs/RNAseqIFNH/share/trimmomatic/adapters/TruSeq3-PE.fa:2:30:10:2:keepBothReads LEADING:20 TRAILING:20 SLIDINGWINDOW:4:15 MINLEN:35
